{'model_type': 'CNN', 'dataset_type': 'FashionMNIST', 'batch_size': 64, 'data_pattern': 4, 'lr': 0.02, 'decay_rate': 0.993, 'min_lr': 0.005, 'epoch': 250, 'momentum': -1, 'weight_decay': 0.0, 'para_nums': 52096}

epoch_idx, total_time, total_bandwith, total_resource, acc, test_loss
1 5.26 2497.00 4556.00 0.1050 2.3065
2 5.65 4526.00 8602.00 0.1145 2.3010
3 5.90 7014.00 13145.00 0.1488 2.2937
4 6.28 9043.00 17191.00 0.1974 2.2835
5 6.52 11531.00 21734.00 0.2486 2.2718
6 6.90 13560.00 25780.00 0.2833 2.2584
7 7.11 16033.00 30309.00 0.2707 2.2432
8 7.47 18076.00 34362.00 0.2850 2.2265
9 7.65 20521.00 38877.00 0.1985 2.2088
10 8.02 22578.00 42937.00 0.2071 2.1907
11 8.23 25008.00 47447.00 0.2736 2.1681
12 8.60 27065.00 51507.00 0.3107 2.1467
13 8.77 29495.00 56017.00 0.3667 2.1193
14 9.17 31552.00 60077.00 0.4229 2.0931
15 9.39 33990.00 64593.00 0.3767 2.0643
16 9.76 36047.00 68653.00 0.4836 2.0331
17 9.98 38485.00 73169.00 0.4882 2.0006
18 10.34 40542.00 77229.00 0.4872 1.9659
19 10.53 42980.00 81745.00 0.4924 1.9225
20 10.89 45037.00 85805.00 0.4884 1.8825
21 11.12 47467.00 90315.00 0.4748 1.8370
22 11.50 49524.00 94375.00 0.5023 1.7942
23 11.71 51954.00 98885.00 0.4969 1.7513
24 12.12 54011.00 102945.00 0.4897 1.6950
25 12.29 56441.00 107455.00 0.5075 1.6467
26 12.66 58498.00 111515.00 0.5030 1.6047
27 12.89 60936.00 116031.00 0.5167 1.5600
28 13.26 62993.00 120091.00 0.5437 1.5162
29 13.47 65416.00 124593.00 0.5108 1.4727
30 13.87 67473.00 128653.00 0.5294 1.4251
31 14.09 69911.00 133169.00 0.5330 1.3913
32 14.46 71968.00 137229.00 0.5386 1.3537
33 14.67 74392.00 141738.00 0.5557 1.3141
34 15.05 76455.00 145799.00 0.5902 1.2685
35 15.26 78881.00 150313.00 0.6028 1.2382
36 15.64 80944.00 154374.00 0.5730 1.2258
37 15.85 83362.00 158882.00 0.5748 1.1866
38 16.22 85425.00 162943.00 0.6180 1.1584
39 16.44 87851.00 167457.00 0.5841 1.1492
40 16.80 89914.00 171518.00 0.6165 1.1212
41 17.02 92332.00 176026.00 0.6369 1.0975
42 17.40 94395.00 180087.00 0.6208 1.0886
43 17.62 96803.00 184598.00 0.6263 1.0759
44 17.99 98878.00 188661.00 0.6306 1.0605
45 18.21 101277.00 193159.00 0.6484 1.0491
46 18.58 103352.00 197222.00 0.6475 1.0225
47 18.79 105766.00 201734.00 0.6382 1.0123
48 19.15 107841.00 205797.00 0.6610 1.0043
49 19.36 110247.00 210303.00 0.6488 0.9929
50 19.73 112322.00 214366.00 0.6581 0.9815
51 19.95 114736.00 218878.00 0.6696 0.9743
52 20.32 116811.00 222941.00 0.6690 0.9634
53 20.54 119225.00 227453.00 0.7033 0.9504
54 20.90 121300.00 231516.00 0.6993 0.9408
55 21.11 123714.00 236028.00 0.6845 0.9332
56 21.47 125789.00 240091.00 0.6835 0.9284
57 21.69 128195.00 244597.00 0.6791 0.9267
58 22.05 130270.00 248660.00 0.6983 0.9164
59 22.27 132684.00 253172.00 0.6974 0.9104
60 22.64 134753.00 257234.00 0.6777 0.9094
61 22.85 137165.00 261741.00 0.6776 0.9114
62 23.22 139234.00 265803.00 0.6743 0.9010
63 23.44 141654.00 270316.00 0.6790 0.9049
64 23.80 143723.00 274378.00 0.6882 0.8858
65 24.02 146143.00 278891.00 0.6953 0.8786
66 24.39 148204.00 282947.00 0.6760 0.8850
67 24.59 150640.00 287472.00 0.7008 0.8696
68 24.96 152701.00 291528.00 0.7103 0.8613
69 25.17 155128.00 296040.00 0.6940 0.8634
70 25.54 157189.00 300096.00 0.7135 0.8497
71 25.76 159625.00 304621.00 0.7202 0.8513
72 26.16 161686.00 308677.00 0.7158 0.8431
73 26.40 164114.00 313196.00 0.7166 0.8443
74 26.77 166183.00 317258.00 0.7140 0.8426
75 26.99 168603.00 321771.00 0.7044 0.8379
76 27.36 170672.00 325833.00 0.7146 0.8299
77 27.57 173092.00 330346.00 0.7131 0.8342
78 27.94 175161.00 334408.00 0.6983 0.8395
79 28.15 177581.00 338921.00 0.7195 0.8196
80 28.53 179650.00 342983.00 0.7263 0.8152
81 28.75 182059.00 347469.00 0.7064 0.8207
82 29.10 184129.00 351538.00 0.7176 0.8155
83 29.32 186546.00 356030.00 0.7275 0.8143
84 29.71 188616.00 360099.00 0.7130 0.8204
85 29.93 191025.00 364585.00 0.7354 0.8065
86 30.28 193095.00 368654.00 0.7244 0.8089
87 30.50 195498.00 373139.00 0.7374 0.8006
88 30.86 197574.00 377209.00 0.7242 0.7981
89 31.08 199977.00 381694.00 0.7180 0.7968
90 31.44 202041.00 385762.00 0.7227 0.7952
91 31.69 204439.00 390230.00 0.7162 0.8060
92 32.08 206517.00 394305.00 0.7098 0.7999
93 32.30 208910.00 398779.00 0.7132 0.7964
94 32.66 210988.00 402854.00 0.7270 0.7867
95 32.88 213389.00 407334.00 0.7309 0.7863
96 33.24 215467.00 411409.00 0.7353 0.7869
97 33.46 217860.00 415883.00 0.7258 0.7897
98 33.81 219938.00 419958.00 0.7359 0.7787
99 34.03 222339.00 424438.00 0.7360 0.7755
100 34.38 224417.00 428513.00 0.7340 0.7708
101 34.60 226810.00 432987.00 0.7245 0.7781
102 34.95 228888.00 437062.00 0.7343 0.7649
103 35.17 231289.00 441542.00 0.7398 0.7649
104 35.53 233367.00 445617.00 0.7320 0.7713
105 35.75 235757.00 450070.00 0.7319 0.7685
106 36.09 237836.00 454152.00 0.7264 0.7638
107 36.32 240234.00 458611.00 0.7375 0.7575
108 36.65 242313.00 462693.00 0.7289 0.7645
109 36.87 244711.00 467152.00 0.7361 0.7579
110 37.21 246790.00 471234.00 0.7321 0.7635
111 37.44 249188.00 475693.00 0.7381 0.7574
112 37.79 251267.00 479775.00 0.7228 0.7702
113 38.01 253657.00 484228.00 0.7273 0.7590
114 38.39 255736.00 488310.00 0.7373 0.7576
115 38.64 258134.00 492769.00 0.7408 0.7542
116 39.00 260213.00 496851.00 0.7363 0.7479
117 39.22 262612.00 501317.00 0.7376 0.7487
118 39.57 264691.00 505399.00 0.7345 0.7492
119 39.79 267089.00 509858.00 0.7302 0.7502
120 40.14 269168.00 513940.00 0.7361 0.7406
121 40.37 271566.00 518399.00 0.7353 0.7562
122 40.72 273645.00 522481.00 0.7424 0.7389
123 40.95 276044.00 526947.00 0.7367 0.7420
124 41.27 278123.00 531029.00 0.7393 0.7363
125 41.50 280513.00 535482.00 0.7383 0.7352
126 41.83 282592.00 539564.00 0.7321 0.7416
127 42.06 284990.00 544023.00 0.7439 0.7395
128 42.41 287069.00 548105.00 0.7369 0.7330
129 42.64 289467.00 552564.00 0.7351 0.7373
130 42.98 291546.00 556646.00 0.7367 0.7366
131 43.21 293944.00 561105.00 0.7411 0.7310
132 43.56 296023.00 565187.00 0.7440 0.7275
133 43.81 298413.00 569640.00 0.7282 0.7348
134 44.17 300492.00 573722.00 0.7419 0.7246
135 44.39 302882.00 578175.00 0.7478 0.7234
136 44.74 304961.00 582257.00 0.7467 0.7254
137 44.96 307359.00 586716.00 0.7405 0.7212
138 45.32 309438.00 590798.00 0.7442 0.7285
139 45.54 311828.00 595251.00 0.7325 0.7311
140 45.89 313907.00 599333.00 0.7360 0.7276
141 46.11 316285.00 603784.00 0.7343 0.7273
142 46.46 318376.00 607868.00 0.7418 0.7186
143 46.69 320748.00 612318.00 0.7442 0.7208
144 47.04 322839.00 616402.00 0.7447 0.7258
145 47.27 325211.00 620852.00 0.7363 0.7264
146 47.61 327302.00 624936.00 0.7325 0.7237
147 47.83 329682.00 629392.00 0.7443 0.7206
148 48.18 331773.00 633476.00 0.7435 0.7143
149 48.41 334153.00 637932.00 0.7475 0.7080
150 48.74 336244.00 642016.00 0.7487 0.7055
151 48.97 338616.00 646466.00 0.7517 0.7068
152 49.31 340707.00 650550.00 0.7389 0.7101
153 49.53 343079.00 655000.00 0.7383 0.7149
154 49.88 345170.00 659084.00 0.7444 0.7062
155 50.10 347542.00 663534.00 0.7477 0.7063
156 50.45 349633.00 667618.00 0.7454 0.7081
157 50.67 352005.00 672068.00 0.7491 0.7041
158 51.01 354096.00 676152.00 0.7444 0.7041
159 51.23 356468.00 680602.00 0.7382 0.7067
160 51.58 358559.00 684686.00 0.7490 0.7034
161 51.80 360939.00 689142.00 0.7362 0.7083
162 52.15 363030.00 693226.00 0.7425 0.7027
163 52.38 365402.00 697676.00 0.7525 0.6965
164 52.76 367493.00 701760.00 0.7469 0.7039
165 53.02 369865.00 706210.00 0.7525 0.6982
166 53.37 371956.00 710294.00 0.7491 0.6993
167 53.59 374336.00 714750.00 0.7436 0.7072
168 53.96 376427.00 718834.00 0.7433 0.6998
169 54.19 378799.00 723284.00 0.7412 0.7029
170 54.52 380890.00 727368.00 0.7463 0.7035
171 54.74 383270.00 731824.00 0.7514 0.6968
172 55.08 385361.00 735908.00 0.7510 0.6920
173 55.31 387733.00 740358.00 0.7495 0.6967
174 55.65 389824.00 744442.00 0.7519 0.6940
175 55.87 392196.00 748892.00 0.7540 0.6928
176 56.21 394287.00 752976.00 0.7527 0.6907
177 56.43 396659.00 757426.00 0.7531 0.6925
178 56.78 398750.00 761510.00 0.7504 0.6928
179 57.00 401130.00 765966.00 0.7529 0.6944
180 57.35 403227.00 770051.00 0.7561 0.6892
181 57.60 405601.00 774506.00 0.7520 0.6935
182 57.95 407698.00 778591.00 0.7566 0.6916
183 58.17 410064.00 783040.00 0.7498 0.6918
184 58.52 412169.00 787131.00 0.7478 0.6891
185 58.75 414527.00 791574.00 0.7424 0.6926
186 59.10 416632.00 795665.00 0.7439 0.6965
187 59.35 418990.00 800108.00 0.7522 0.6839
188 59.69 421095.00 804199.00 0.7580 0.6831
189 59.92 423453.00 808642.00 0.7556 0.6836
190 60.26 425558.00 812733.00 0.7470 0.6936
191 60.52 427916.00 817176.00 0.7507 0.6844
192 60.83 430021.00 821267.00 0.7480 0.6879
193 61.06 432379.00 825710.00 0.7544 0.6867
194 61.49 434484.00 829801.00 0.7507 0.6839
195 61.71 436842.00 834244.00 0.7584 0.6778
196 62.06 438947.00 838335.00 0.7530 0.6794
197 62.28 441305.00 842778.00 0.7501 0.6829
198 62.63 443410.00 846869.00 0.7563 0.6806
199 62.85 445768.00 851312.00 0.7511 0.6783
200 63.20 447873.00 855403.00 0.7414 0.6855
201 63.73 450223.00 859840.00 0.7446 0.6812
202 64.07 452336.00 863937.00 0.7563 0.6770
203 64.29 454678.00 868368.00 0.7482 0.6818
204 64.64 456791.00 872465.00 0.7450 0.6860
205 64.85 459133.00 876896.00 0.7579 0.6810
206 65.20 461246.00 880993.00 0.7573 0.6759
207 65.41 463582.00 885423.00 0.7571 0.6771
208 65.79 465701.00 889521.00 0.7605 0.6753
209 66.02 468037.00 893951.00 0.7578 0.6754
210 66.36 470156.00 898049.00 0.7612 0.6692
211 66.58 472492.00 902479.00 0.7614 0.6693
212 66.93 474611.00 906577.00 0.7569 0.6777
213 67.14 476947.00 911007.00 0.7529 0.6775
214 67.49 479066.00 915105.00 0.7582 0.6716
215 67.69 481402.00 919535.00 0.7592 0.6707
216 68.03 483521.00 923633.00 0.7627 0.6674
217 68.26 485858.00 928070.00 0.7564 0.6692
218 68.61 487977.00 932168.00 0.7591 0.6686
219 68.83 490313.00 936598.00 0.7542 0.6733
220 69.18 492432.00 940696.00 0.7526 0.6775
221 69.40 494769.00 945133.00 0.7566 0.6729
222 69.78 496888.00 949231.00 0.7561 0.6703
223 70.00 499224.00 953661.00 0.7525 0.6693
224 70.38 501343.00 957759.00 0.7590 0.6664
225 70.64 503680.00 962196.00 0.7600 0.6663
226 70.99 505799.00 966294.00 0.7567 0.6669
227 71.21 508135.00 970724.00 0.7622 0.6638
228 71.55 510254.00 974822.00 0.7553 0.6699
229 71.81 512590.00 979252.00 0.7507 0.6715
230 72.15 514709.00 983350.00 0.7478 0.6730
231 72.38 517045.00 987780.00 0.7532 0.6692
232 72.73 519164.00 991878.00 0.7557 0.6755
233 72.99 521500.00 996308.00 0.7622 0.6689
234 73.36 523619.00 1000406.00 0.7615 0.6637
235 73.59 525955.00 1004836.00 0.7603 0.6620
236 73.94 528074.00 1008934.00 0.7639 0.6591
237 74.17 530410.00 1013364.00 0.7605 0.6602
238 74.53 532523.00 1017461.00 0.7516 0.6689
239 74.75 534865.00 1021892.00 0.7548 0.6662
240 75.09 536978.00 1025989.00 0.7582 0.6632
241 75.32 539320.00 1030420.00 0.7588 0.6633
242 75.67 541433.00 1034517.00 0.7601 0.6648
243 75.89 543775.00 1038948.00 0.7590 0.6681
244 76.24 545888.00 1043045.00 0.7566 0.6671
245 76.46 548230.00 1047476.00 0.7558 0.6739
246 76.81 550343.00 1051573.00 0.7611 0.6659
247 77.04 552685.00 1056004.00 0.7576 0.6655
248 77.37 554798.00 1060101.00 0.7580 0.6664
249 77.58 557141.00 1064539.00 0.7601 0.6616
250 77.93 559254.00 1068636.00 0.7609 0.6644
