{'model_type': 'ResNet', 'dataset_type': 'tinyImageNet', 'batch_size': 64, 'data_pattern': 0, 'lr': 0.1, 'decay_rate': 0.993, 'min_lr': 0.0001, 'epoch': 250, 'momentum': 0.09, 'weight_decay': 0.0005, 'para_nums': 11020864}

epoch_idx, total_time, total_bandwith, total_resource, acc, test_loss
1 3.04 2512.00 4561.00 0.0000 5.9662
2 20.35 82107.00 80605.00 0.0000 5.2721
3 37.03 161800.00 156716.00 0.0006 5.7199
4 54.04 241460.00 232810.00 0.0083 5.5037
5 70.90 321084.00 308907.00 0.0005 5.9323
6 87.59 400761.00 385029.00 0.0001 6.3137
7 104.71 480438.00 461151.00 0.0000 6.5163
8 121.64 560089.00 537264.00 0.0000 7.2922
9 138.39 639813.00 613433.00 0.0015 6.6133
10 155.14 719434.00 689509.00 0.0028 7.4043
11 172.50 799236.00 765760.00 0.0154 6.9017
12 189.55 878666.00 841686.00 0.0065 6.8779
13 206.18 958594.00 917978.00 0.0072 7.1608
14 222.73 1038606.00 994289.00 0.0105 7.1381
15 239.76 1118550.00 1070575.00 0.0084 7.2504
16 256.77 1198626.00 1146966.00 0.0065 7.6093
17 272.77 1278669.00 1223345.00 0.0088 7.8797
18 289.16 1358621.00 1299632.00 0.0029 8.4196
19 305.70 1438516.00 1375861.00 0.0067 8.2156
20 322.83 1518435.00 1452116.00 0.0073 8.1664
21 340.21 1598329.00 1528341.00 0.0100 8.1130
22 357.32 1678335.00 1604557.00 0.0063 8.3357
23 374.38 1758338.00 1680784.00 0.0058 8.6538
24 390.98 1838305.00 1756959.00 0.0088 8.3934
25 407.70 1918232.00 1833100.00 0.0063 8.3772
26 424.17 1998127.00 1909254.00 0.0087 8.0342
27 441.68 2077959.00 1985349.00 0.0048 8.3047
28 458.28 2157806.00 2061458.00 0.0127 7.9568
29 474.49 2237678.00 2137601.00 0.0034 9.0425
30 491.02 2317540.00 2213792.00 0.0148 7.9097
31 508.57 2397241.00 2289954.00 0.0034 8.8764
32 525.62 2476923.00 2366079.00 0.0034 9.2997
33 542.28 2556649.00 2442216.00 0.0046 9.2497
34 558.91 2636493.00 2518428.00 0.0089 8.5404
35 575.68 2716123.00 2594517.00 0.0056 9.4860
36 592.99 2795656.00 2670518.00 0.0048 9.3097
37 609.58 2875297.00 2746629.00 0.0048 9.2357
38 626.19 2954986.00 2822785.00 0.0066 8.9457
39 642.81 3034709.00 2898997.00 0.0035 9.5911
40 660.04 3114272.00 2975081.00 0.0066 9.4179
41 676.70 3194052.00 3051218.00 0.0066 9.6833
42 693.15 3273641.00 3127284.00 0.0072 9.3980
43 709.90 3353329.00 3203401.00 0.0075 9.1241
44 726.28 3433191.00 3279510.00 0.0042 9.7220
45 742.42 3513065.00 3355635.00 0.0025 10.0446
46 758.82 3592747.00 3431658.00 0.0115 8.8369
47 775.19 3672765.00 3507876.00 0.0041 10.4162
48 791.53 3752313.00 3583992.00 0.0097 9.0938
49 807.87 3832008.00 3660167.00 0.0073 9.0709
50 825.30 3912213.00 3736580.00 0.0056 9.6083
51 841.77 3991921.00 3812746.00 0.0056 9.8013
52 858.87 4071395.00 3888707.00 0.0062 9.6398
53 875.62 4151346.00 3965013.00 0.0045 10.0280
54 892.37 4230983.00 4041114.00 0.0070 9.7123
55 909.79 4309968.00 4116784.00 0.0070 9.9450
56 926.74 4389582.00 4192861.00 0.0069 9.8003
57 943.18 4469170.00 4268864.00 0.0043 10.1787
58 960.00 4548748.00 4344930.00 0.0071 9.6252
59 976.88 4628455.00 4421066.00 0.0070 10.1420
60 994.47 4708062.00 4497144.00 0.0059 10.1419
61 1010.89 4787818.00 4573319.00 0.0065 9.7178
62 1027.13 4867467.00 4649460.00 0.0064 10.0092
63 1043.49 4947053.00 4725532.00 0.0081 9.5858
64 1060.38 5026659.00 4801630.00 0.0065 9.7891
65 1077.56 5106308.00 4877724.00 0.0080 9.6545
66 1094.48 5185914.00 4953786.00 0.0077 9.7093
67 1110.96 5265537.00 5029816.00 0.0043 10.4912
68 1127.52 5345221.00 5105918.00 0.0071 10.0651
69 1144.47 5424825.00 5182021.00 0.0048 10.2142
70 1161.99 5504580.00 5258225.00 0.0066 10.4007
71 1178.63 5583937.00 5334114.00 0.0078 10.0982
72 1195.74 5663109.00 5409873.00 0.0070 10.3379
73 1212.21 5742753.00 5485932.00 0.0071 9.9589
74 1228.78 5822383.00 5562016.00 0.0053 10.3347
75 1245.33 5901654.00 5637844.00 0.0051 10.8193
76 1261.55 5981295.00 5713960.00 0.0049 10.5596
77 1277.95 6060974.00 5790059.00 0.0057 10.3283
78 1294.34 6140722.00 5866232.00 0.0058 10.2862
