{'model_type': 'CNN', 'dataset_type': 'FashionMNIST', 'batch_size': 64, 'data_pattern': 0, 'lr': 0.02, 'decay_rate': 0.993, 'min_lr': 0.005, 'epoch': 250, 'momentum': -1, 'weight_decay': 0.0, 'para_nums': 52096}

epoch_idx, total_time, total_bandwith, total_resource, acc, test_loss
1 4.92 2530.00 4596.00 0.0819 2.2998
2 16.59 91315.00 90976.00 0.6060 1.6355
3 27.98 179020.00 176256.00 0.6126 0.9846
4 39.15 266722.00 261515.00 0.6752 0.8700
5 50.37 354450.00 346806.00 0.7312 0.7299
6 61.64 442176.00 432110.00 0.7529 0.6701
7 73.02 529556.00 517187.00 0.7549 0.6478
8 84.56 617198.00 602589.00 0.7483 0.6981
9 96.08 704786.00 688000.00 0.7482 0.6344
10 107.50 792385.00 773438.00 0.7799 0.5570
11 119.05 879967.00 858857.00 0.8066 0.5268
12 130.64 967558.00 944289.00 0.8035 0.5309
13 142.06 1055155.00 1029713.00 0.8100 0.4974
14 153.47 1142729.00 1115126.00 0.8195 0.4883
15 164.97 1230169.00 1200451.00 0.8411 0.4462
16 176.29 1317436.00 1285415.00 0.8459 0.4311
17 187.68 1404661.00 1370335.00 0.8456 0.4249
18 198.99 1491885.00 1455248.00 0.8239 0.4591
19 210.47 1579101.00 1540146.00 0.8363 0.4418
20 221.96 1666341.00 1625080.00 0.8522 0.4076
21 233.39 1753558.00 1709994.00 0.8454 0.4221
22 244.75 1840783.00 1794914.00 0.8568 0.3956
23 256.09 1927967.00 1879797.00 0.8498 0.4088
24 267.38 2015022.00 1964577.00 0.8542 0.4033
25 278.81 2102063.00 2049241.00 0.8612 0.3820
26 289.85 2189010.00 2133748.00 0.8628 0.3784
27 301.03 2275975.00 2218258.00 0.8696 0.3634
28 312.02 2362898.00 2302761.00 0.8419 0.4237
29 323.10 2449803.00 2387261.00 0.8574 0.3813
30 334.31 2536732.00 2471765.00 0.8686 0.3598
31 345.69 2623701.00 2556180.00 0.8618 0.3704
32 356.79 2710615.00 2640538.00 0.8575 0.3775
33 367.93 2797510.00 2724886.00 0.8716 0.3557
34 379.09 2884434.00 2809264.00 0.8739 0.3521
35 390.19 2971355.00 2893630.00 0.8723 0.3563
36 401.31 3058270.00 2977995.00 0.8708 0.3566
37 412.67 3145251.00 3062485.00 0.8762 0.3443
38 423.86 3232220.00 3146991.00 0.8800 0.3324
39 435.07 3319245.00 3231511.00 0.8754 0.3439
40 446.36 3406270.00 3316031.00 0.8754 0.3455
41 457.46 3493287.00 3400545.00 0.8749 0.3451
42 468.77 3580312.00 3485065.00 0.8769 0.3368
43 480.09 3667306.00 3569450.00 0.8766 0.3364
44 491.13 3754299.00 3653787.00 0.8818 0.3267
45 502.13 3841210.00 3737919.00 0.8839 0.3272
46 513.00 3928164.00 3822065.00 0.8771 0.3297
47 524.07 4015136.00 3906214.00 0.8713 0.3549
48 535.38 4102109.00 3990361.00 0.8869 0.3176
49 546.55 4189086.00 4074545.00 0.8845 0.3204
50 557.46 4276044.00 4158678.00 0.8812 0.3231
51 568.42 4362936.00 4242841.00 0.8885 0.3050
52 579.36 4449838.00 4326992.00 0.8864 0.3172
53 590.41 4536734.00 4411110.00 0.8881 0.3091
54 601.54 4623641.00 4495214.00 0.8873 0.3091
55 612.51 4710601.00 4579279.00 0.8894 0.3050
56 623.45 4797544.00 4663266.00 0.8839 0.3183
57 634.34 4884512.00 4747255.00 0.8819 0.3249
