{'model_type': 'VGG', 'dataset_type': 'tinyImageNet', 'batch_size': 64, 'data_pattern': 0, 'lr': 0.001, 'decay_rate': 0.993, 'min_lr': 0.0001, 'epoch': 250, 'momentum': 0.9, 'weight_decay': 0.0005, 'para_nums': 14723136}

epoch_idx, total_time, total_bandwith, total_resource, acc, test_loss
1 2.77 2532.00 4569.00 0.0001 5.4030
2 27.35 82351.00 80784.00 0.0005 5.4087
3 51.85 162168.00 156994.00 0.0005 5.4023
4 76.56 241824.00 233115.00 0.0005 5.4117
5 101.27 321596.00 309315.00 0.0010 5.4082
6 125.78 401281.00 385475.00 0.0006 5.4043
7 150.60 480843.00 461525.00 0.0010 5.4064
8 175.35 560528.00 537653.00 0.0006 5.4181
9 199.83 640209.00 613785.00 0.0008 5.4175
10 224.31 719972.00 689940.00 0.0003 5.4269
11 249.54 799937.00 766308.00 0.0003 5.4293
12 274.13 879610.00 842411.00 0.0005 5.4581
13 298.82 959261.00 918492.00 0.0002 5.4692
14 323.17 1038898.00 994566.00 0.0010 5.4619
15 347.56 1118558.00 1070660.00 0.0010 5.4628
16 372.36 1198182.00 1146734.00 0.0006 5.4710
17 396.87 1277884.00 1222858.00 0.0013 5.4768
18 421.66 1357571.00 1298968.00 0.0016 5.4719
19 446.33 1437198.00 1375031.00 0.0021 5.4870
20 471.14 1516841.00 1451110.00 0.0017 5.4984
21 496.18 1596519.00 1527216.00 0.0025 5.5066
22 520.85 1676420.00 1603472.00 0.0052 5.4804
23 545.48 1756063.00 1679542.00 0.0058 5.4762
24 570.02 1835705.00 1755628.00 0.0097 5.4844
25 594.59 1915431.00 1831765.00 0.0065 5.5099
26 619.37 1995082.00 1907846.00 0.0094 5.5083
27 643.83 2074824.00 1983995.00 0.0081 5.5138
28 668.47 2154464.00 2060071.00 0.0086 5.5269
29 693.11 2234110.00 2136162.00 0.0104 5.5117
30 717.61 2313858.00 2212312.00 0.0086 5.5220
31 742.59 2393549.00 2288427.00 0.0097 5.5170
32 767.45 2473215.00 2364522.00 0.0134 5.5150
33 792.23 2552946.00 2440653.00 0.0144 5.5143
34 816.70 2632694.00 2516803.00 0.0131 5.5106
35 841.35 2712335.00 2592868.00 0.0134 5.5190
36 866.16 2791980.00 2668948.00 0.0095 5.5574
37 891.01 2871643.00 2745031.00 0.0093 5.5453
38 916.15 2951232.00 2821083.00 0.0159 5.5133
39 941.09 3031020.00 2897249.00 0.0258 5.4574
40 965.77 3110695.00 2973334.00 0.0187 5.4653
41 990.87 3190525.00 3049548.00 0.0175 5.4850
42 1015.78 3270246.00 3125700.00 0.0114 5.5082
43 1040.58 3350077.00 3201852.00 0.0148 5.4782
44 1065.69 3429771.00 3278016.00 0.0174 5.4730
45 1090.54 3509348.00 3354080.00 0.0215 5.4553
46 1115.59 3589085.00 3430166.00 0.0285 5.4508
47 1140.29 3668923.00 3506285.00 0.0202 5.4682
48 1164.99 3748544.00 3582361.00 0.0169 5.5123
49 1189.84 3828363.00 3658585.00 0.0157 5.5418
50 1214.92 3908098.00 3734749.00 0.0155 5.5284
51 1239.44 3987675.00 3810785.00 0.0198 5.5498
52 1264.00 4067314.00 3886891.00 0.0137 5.5504
53 1288.44 4146912.00 3962947.00 0.0067 5.6464
54 1313.26 4226609.00 4039123.00 0.0094 5.6509
55 1337.74 4306259.00 4115252.00 0.0134 5.6521
56 1362.31 4385940.00 4191393.00 0.0077 5.7463
57 1386.91 4465451.00 4267404.00 0.0080 5.7339
58 1411.42 4545006.00 4343427.00 0.0056 5.7680
59 1435.89 4624627.00 4419503.00 0.0051 5.8467
60 1461.10 4704221.00 4495586.00 0.0095 5.7602
61 1485.72 4783793.00 4571633.00 0.0080 5.8099
62 1510.67 4863169.00 4647546.00 0.0041 5.8651
63 1535.74 4942226.00 4723206.00 0.0041 5.8796
64 1560.32 5021294.00 4798888.00 0.0070 5.8661
65 1584.85 5100372.00 4874567.00 0.0113 5.8405
66 1609.41 5179499.00 4950284.00 0.0080 5.9183
67 1633.92 5258333.00 5025798.00 0.0058 5.9494
68 1658.69 5337853.00 5101790.00 0.0035 5.9923
69 1683.40 5417035.00 5177536.00 0.0083 5.9378
70 1709.07 5496368.00 5253412.00 0.0063 6.0070
71 1733.56 5575599.00 5329216.00 0.0036 6.0351
72 1758.59 5655052.00 5405195.00 0.0043 6.0236
73 1783.82 5734701.00 5481317.00 0.0057 6.0450
74 1808.72 5814214.00 5557329.00 0.0068 6.0625
75 1833.51 5893955.00 5633494.00 0.0038 6.0229
76 1858.17 5973659.00 5709655.00 0.0092 6.0230
77 1882.95 6053209.00 5785707.00 0.0115 5.9810
78 1907.79 6132726.00 5861719.00 0.0072 6.0635
79 1932.88 6212111.00 5937635.00 0.0094 6.0894
80 1958.41 6291782.00 6013756.00 0.0059 6.1743
81 1983.46 6371398.00 6089838.00 0.0050 6.1436
82 2008.79 6451071.00 6165973.00 0.0116 6.1036
83 2033.42 6530256.00 6241827.00 0.0088 6.1683
84 2058.13 6609410.00 6317687.00 0.0103 6.1987
85 2083.15 6689070.00 6393799.00 0.0123 6.1647
86 2107.86 6768693.00 6469866.00 0.0120 6.1688
87 2132.55 6848314.00 6545928.00 0.0103 6.2028
88 2157.34 6927911.00 6621972.00 0.0105 6.2471
89 2182.49 7007584.00 6698075.00 0.0078 6.2833
90 2207.86 7086964.00 6774029.00 0.0101 6.2834
91 2232.60 7166572.00 6850082.00 0.0068 6.4451
92 2257.23 7246201.00 6926150.00 0.0073 6.4121
93 2282.19 7325780.00 7002219.00 0.0080 6.3803
94 2307.16 7404951.00 7078066.00 0.0130 6.3712
95 2331.75 7484022.00 7153873.00 0.0179 6.3471
96 2356.18 7563575.00 7229905.00 0.0132 6.3848
97 2380.81 7642780.00 7305767.00 0.0145 6.3998
98 2405.53 7721915.00 7381608.00 0.0131 6.4080
99 2430.62 7801313.00 7457579.00 0.0140 6.4224
100 2455.39 7880763.00 7533550.00 0.0105 6.5149
101 2479.94 7960285.00 7609579.00 0.0073 6.5242
102 2504.96 8039710.00 7685557.00 0.0103 6.5078
103 2529.82 8119165.00 7761572.00 0.0140 6.5386
104 2554.58 8198594.00 7837546.00 0.0115 6.5341
105 2579.23 8278024.00 7913518.00 0.0087 6.5895
106 2603.93 8357648.00 7989583.00 0.0129 6.5541
107 2628.81 8437293.00 8065663.00 0.0059 6.6762
108 2653.38 8516938.00 8141743.00 0.0092 6.6329
109 2678.75 8596559.00 8217828.00 0.0138 6.5746
110 2703.61 8676200.00 8293935.00 0.0066 6.7078
111 2728.50 8755828.00 8370019.00 0.0089 6.6960
112 2753.39 8835782.00 8446323.00 0.0099 6.6954
113 2778.41 8916207.00 8522993.00 0.0087 6.7304
