{'model_type': 'AlexNet', 'dataset_type': 'CIFAR10', 'batch_size': 64, 'data_pattern': 4, 'lr': 0.1, 'decay_rate': 0.993, 'min_lr': 0.005, 'epoch': 250, 'momentum': -1, 'weight_decay': 0.0, 'para_nums': 2251584}

epoch_idx, total_time, total_bandwith, total_resource, acc, test_loss
1 6.40 3777.00 5180.00 0.1000 2.3034
2 176.00 167674.00 140968.00 0.1025 2.6836
3 364.80 346359.00 290256.00 0.1422 2.6188
4 547.20 488980.00 413304.00 0.1726 2.5951
5 694.41 652015.00 546364.00 0.1757 2.5925
6 883.68 820318.00 688170.00 0.1791 2.6318
7 1069.28 1025563.00 855784.00 0.2032 2.4821
8 1222.88 1164258.00 971818.00 0.1758 2.6483
9 1402.08 1336343.00 1116468.00 0.1899 2.6019
10 1575.10 1509433.00 1268234.00 0.2077 2.4674
11 1780.06 1690844.00 1426843.00 0.1978 2.4724
12 1940.06 1851805.00 1567517.00 0.1947 2.5789
13 2084.06 2005542.00 1693049.00 0.1960 2.5146
14 2247.42 2134437.00 1803899.00 0.1994 2.4948
15 2421.94 2300691.00 1942320.00 0.2060 2.5049
16 2597.94 2485038.00 2093290.00 0.1983 2.3341
17 2735.54 2608563.00 2208050.00 0.1856 2.5851
18 2879.54 2749760.00 2329930.00 0.2180 2.4409
19 3049.38 2909601.00 2463222.00 0.2221 2.2956
20 3238.43 3056958.00 2604958.00 0.1927 2.5254
21 3398.43 3217380.00 2738919.00 0.2151 2.5374
22 3546.02 3357330.00 2866354.00 0.2232 2.2312
23 3739.54 3497189.00 2999517.00 0.2156 2.4355
24 3931.85 3673998.00 3155707.00 0.2326 2.4213
25 4107.04 3790957.00 3273498.00 0.2343 2.3075
26 4299.04 3949417.00 3429334.00 0.2304 2.3741
27 4487.84 4107686.00 3579782.00 0.2383 2.2420
28 4673.44 4295546.00 3740157.00 0.2358 2.3353
29 4843.04 4456531.00 3874697.00 0.2148 2.4754
30 4974.24 4603096.00 3994057.00 0.2331 2.3504
31 5127.84 4750533.00 4119585.00 0.2499 2.2656
32 5281.44 4884998.00 4241635.00 0.2368 2.3351
33 5422.24 5016494.00 4351722.00 0.2387 2.5099
34 5559.84 5161355.00 4473958.00 0.2503 2.3382
35 5710.24 5291764.00 4584534.00 0.2583 2.2251
36 5844.64 5426863.00 4704773.00 0.2544 2.1444
37 6007.84 5596258.00 4845323.00 0.2638 2.0507
38 6139.04 5720903.00 4949083.00 0.2662 2.0870
39 6308.64 5902324.00 5098443.00 0.2716 2.0778
40 6455.84 6047719.00 5227273.00 0.2525 2.2796
41 6625.44 6232260.00 5379909.00 0.2623 2.0991
42 6795.45 6385653.00 5522509.00 0.2631 2.1226
43 6942.80 6490618.00 5627589.00 0.2678 2.0643
44 7119.13 6648181.00 5776237.00 0.2742 2.1226
45 7270.49 6763978.00 5887847.00 0.2672 2.1921
46 7430.49 6928663.00 6030285.00 0.2940 2.0804
47 7625.69 7125388.00 6196105.00 0.2572 2.1629
48 7798.57 7295404.00 6348507.00 0.3071 2.0036
49 7985.75 7460649.00 6486003.00 0.3123 1.9918
50 8142.55 7608726.00 6610603.00 0.2729 2.0616
51 8292.95 7761997.00 6741925.00 0.2761 2.0949
52 8424.15 7873082.00 6846125.00 0.3080 1.9180
53 8574.55 8012737.00 6962911.00 0.3080 1.9864
54 8747.48 8188954.00 7112027.00 0.3040 1.9161
55 8937.14 8377271.00 7266939.00 0.3287 1.8923
56 9071.68 8515240.00 7381479.00 0.3349 1.9012
57 9208.35 8631285.00 7484079.00 0.3190 1.8968
58 9387.55 8812390.00 7638959.00 0.3203 1.8672
59 9541.15 8951555.00 7755839.00 0.2312 2.4919
60 9733.15 9149663.00 7918460.00 0.2618 2.1379
61 9899.77 9331574.00 8066469.00 0.2867 2.0192
62 10050.09 9481818.00 8191649.00 0.2901 2.0237
63 10226.09 9655365.00 8335167.00 0.2754 2.0716
64 10382.89 9817506.00 8471431.00 0.2887 2.0909
65 10578.32 9982611.00 8611211.00 0.3203 1.9426
66 10773.96 10169584.00 8770547.00 0.3244 1.9013
67 10949.96 10355821.00 8926431.00 0.3402 1.8875
68 11145.16 10526266.00 9082831.00 0.3552 1.8137
