{'model_type': 'VGG', 'dataset_type': 'image100', 'batch_size': 64, 'data_pattern': 0, 'lr': 0.1, 'decay_rate': 0.993, 'min_lr': 0.005, 'epoch': 250, 'momentum': -1, 'weight_decay': 0.0, 'para_nums': 14723136}

epoch_idx, total_time, total_bandwith, total_resource, acc, test_loss
1 36.84 3855.00 5726.00 0.0106 4.6049
2 153.61 156300.00 148966.00 0.0124 4.6026
3 272.05 308745.00 292206.00 0.0124 4.5920
4 389.21 461190.00 435446.00 0.0084 4.5771
5 507.12 613635.00 578686.00 0.0186 4.5686
6 625.37 766080.00 721926.00 0.0218 4.5530
7 746.65 918525.00 865166.00 0.0234 4.5292
8 863.77 1070970.00 1008406.00 0.0248 4.5122
9 982.21 1223415.00 1151646.00 0.0262 4.5120
10 1099.97 1375860.00 1294886.00 0.0296 4.5190
11 1217.89 1528305.00 1438126.00 0.0338 4.4843
12 1335.76 1680750.00 1581366.00 0.0368 4.4680
13 1455.00 1833195.00 1724606.00 0.0402 4.4578
14 1573.11 1985640.00 1867846.00 0.0448 4.4540
15 1692.72 2138085.00 2011086.00 0.0444 4.4274
16 1811.29 2290530.00 2154326.00 0.0502 4.3909
17 1929.84 2442975.00 2297566.00 0.0482 4.3599
18 2048.82 2595420.00 2440806.00 0.0614 4.3523
19 2166.62 2747865.00 2584046.00 0.0532 4.3226
20 2283.47 2900310.00 2727286.00 0.0630 4.3151
21 2400.93 3052755.00 2870526.00 0.0668 4.2930
22 2518.31 3205200.00 3013766.00 0.0694 4.2487
23 2636.16 3357645.00 3157006.00 0.0730 4.2623
24 2753.80 3510090.00 3300246.00 0.0806 4.2530
25 2871.88 3662535.00 3443486.00 0.0786 4.2172
26 2989.60 3814980.00 3586726.00 0.0898 4.2063
27 3108.08 3967425.00 3729966.00 0.0896 4.1801
28 3225.33 4119870.00 3873206.00 0.0930 4.1580
29 3343.50 4272315.00 4016446.00 0.0986 4.1333
30 3461.58 4424760.00 4159686.00 0.0986 4.0968
31 3580.02 4577205.00 4302926.00 0.1072 4.0801
32 3698.37 4729650.00 4446166.00 0.1076 4.0826
33 3816.71 4882095.00 4589406.00 0.1084 4.0658
34 3934.06 5034540.00 4732646.00 0.1164 4.0394
35 4052.10 5186985.00 4875886.00 0.1162 4.0246
36 4168.69 5339430.00 5019126.00 0.1210 4.0016
37 4286.99 5491875.00 5162366.00 0.1236 4.0269
38 4404.26 5644320.00 5305606.00 0.1296 3.9727
39 4522.82 5796765.00 5448846.00 0.1304 3.9493
40 4639.88 5949210.00 5592086.00 0.1304 3.9621
41 4759.52 6101655.00 5735326.00 0.1328 3.9096
42 4876.62 6254100.00 5878566.00 0.1408 3.9173
43 4994.59 6406545.00 6021806.00 0.1446 3.9282
44 5112.15 6558990.00 6165046.00 0.1494 3.8951
45 5228.90 6711435.00 6308286.00 0.1472 3.8883
46 5347.39 6863880.00 6451526.00 0.1518 3.8509
47 5465.73 7016325.00 6594766.00 0.1470 3.8631
48 5583.37 7168770.00 6738006.00 0.1602 3.7973
49 5701.29 7321215.00 6881246.00 0.1502 3.8237
50 5818.53 7473660.00 7024486.00 0.1614 3.8091
51 5936.43 7626105.00 7167726.00 0.1598 3.7929
52 6053.65 7778550.00 7310966.00 0.1664 3.8126
53 6171.91 7930995.00 7454206.00 0.1644 3.7815
54 6291.40 8083440.00 7597446.00 0.1686 3.8214
55 6409.95 8235885.00 7740686.00 0.1816 3.7787
56 6527.42 8388330.00 7883926.00 0.1716 3.7994
57 6645.91 8540775.00 8027166.00 0.1766 3.7524
58 6763.93 8693220.00 8170406.00 0.1834 3.7208
59 6882.24 8845665.00 8313646.00 0.1774 3.7410
60 7000.56 8998110.00 8456886.00 0.1854 3.7078
61 7118.59 9150555.00 8600126.00 0.1892 3.7523
62 7237.04 9303000.00 8743366.00 0.1876 3.7176
63 7355.66 9455445.00 8886606.00 0.1912 3.7365
64 7473.04 9607890.00 9029846.00 0.1944 3.7177
65 7591.27 9760335.00 9173086.00 0.1988 3.7151
66 7708.49 9912780.00 9316326.00 0.2000 3.6541
67 7828.19 10065225.00 9459566.00 0.1962 3.7163
68 7946.36 10217670.00 9602806.00 0.2006 3.7368
69 8065.46 10370115.00 9746046.00 0.2028 3.6677
70 8182.60 10522560.00 9889286.00 0.2008 3.6870
71 8301.25 10675005.00 10032526.00 0.2032 3.6915
72 8418.66 10827450.00 10175766.00 0.2080 3.6591
73 8536.75 10979895.00 10319006.00 0.2066 3.7053
74 8653.70 11132340.00 10462246.00 0.2098 3.6759
75 8771.87 11284785.00 10605486.00 0.2136 3.6507
76 8888.80 11437230.00 10748726.00 0.2166 3.6563
77 9007.06 11589675.00 10891966.00 0.2126 3.6346
78 19041.68 11738310.00 11031680.00 0.0100 4.6052
79 29291.36 11886945.00 11171394.00 0.0100 4.6052
80 39570.92 12035580.00 11311108.00 0.0100 4.6052
