{'model_type': 'CNN', 'dataset_type': 'FashionMNIST', 'batch_size': 64, 'data_pattern': 0, 'lr': 0.02, 'decay_rate': 0.993, 'min_lr': 0.005, 'epoch': 1000, 'momentum': -1, 'weight_decay': 0.0, 'para_nums': 52096}

epoch_idx, total_time, total_bandwith, total_resource, acc, test_loss
1 6.47 2470.00 4508.00 0.0607 2.2986
2 6.88 4461.00 8520.00 0.0828 2.2926
3 7.33 6452.00 12532.00 0.1289 2.2849
4 7.76 8443.00 16544.00 0.1999 2.2743
5 8.19 10434.00 20556.00 0.2766 2.2624
6 8.61 12425.00 24568.00 0.3967 2.2470
7 9.03 14416.00 28580.00 0.5039 2.2295
8 9.45 16407.00 32592.00 0.5453 2.2091
9 9.87 18398.00 36604.00 0.5510 2.1867
10 10.29 20410.00 40631.00 0.6316 2.1599
11 10.71 22401.00 44643.00 0.5350 2.1294
12 11.17 24392.00 48655.00 0.4813 2.0973
13 11.60 26383.00 52667.00 0.4680 2.0583
14 12.03 28374.00 56679.00 0.5201 2.0177
15 12.44 30365.00 60691.00 0.5444 1.9745
16 12.86 32356.00 64703.00 0.5792 1.9212
17 13.30 34347.00 68715.00 0.5581 1.8643
18 13.71 36338.00 72727.00 0.5736 1.7994
19 14.14 38329.00 76739.00 0.5273 1.7396
20 14.57 40320.00 80751.00 0.5726 1.6591
21 14.99 42311.00 84763.00 0.5704 1.5854
22 15.40 44302.00 88775.00 0.5982 1.5182
23 15.82 46293.00 92787.00 0.5793 1.4503
24 16.24 48284.00 96799.00 0.6083 1.3905
25 16.66 50275.00 100811.00 0.6472 1.3267
26 17.07 52266.00 104823.00 0.6434 1.2720
27 17.49 54257.00 108835.00 0.6381 1.2219
28 17.91 56248.00 112847.00 0.6142 1.1810
29 18.33 58239.00 116859.00 0.5993 1.1516
30 18.75 60244.00 120878.00 0.6467 1.1258
31 19.16 62235.00 124890.00 0.6667 1.0796
32 19.56 64226.00 128902.00 0.6788 1.0536
33 19.97 66217.00 132914.00 0.6894 1.0302
34 20.37 68208.00 136926.00 0.6663 1.0137
35 20.77 70199.00 140938.00 0.6829 0.9953
36 21.17 72190.00 144950.00 0.6930 0.9783
37 21.57 74181.00 148962.00 0.6816 0.9625
38 21.97 76172.00 152974.00 0.6631 0.9559
39 22.37 78163.00 156986.00 0.6768 0.9454
40 22.78 80154.00 160998.00 0.6907 0.9309
41 23.18 82145.00 165010.00 0.6786 0.9157
42 23.58 84136.00 169022.00 0.6830 0.9131
43 23.99 86127.00 173034.00 0.6775 0.9038
44 24.39 88118.00 177046.00 0.6673 0.9197
45 24.80 90109.00 181058.00 0.6975 0.8864
46 25.21 92100.00 185070.00 0.6910 0.8918
47 25.62 94091.00 189082.00 0.7133 0.8676
48 26.02 96082.00 193094.00 0.7123 0.8635
49 26.42 98073.00 197106.00 0.7075 0.8607
50 26.78 100064.00 201118.00 0.7217 0.8519
51 27.19 102055.00 205130.00 0.7076 0.8470
52 27.59 104046.00 209142.00 0.7226 0.8380
53 27.99 106037.00 213154.00 0.7121 0.8382
54 28.44 108028.00 217166.00 0.7190 0.8283
55 28.85 110019.00 221178.00 0.6915 0.8520
56 29.27 112010.00 225190.00 0.7247 0.8115
57 29.68 114001.00 229202.00 0.7254 0.8153
58 30.08 116000.00 233220.00 0.7264 0.8213
59 30.49 117991.00 237232.00 0.7238 0.8081
60 30.91 119982.00 241244.00 0.7254 0.8058
61 31.32 121973.00 245256.00 0.7284 0.8039
62 31.74 123964.00 249268.00 0.7238 0.7959
63 32.15 125963.00 253286.00 0.6720 0.8354
64 32.55 127962.00 257304.00 0.6965 0.8112
65 32.95 129953.00 261316.00 0.7251 0.7873
66 33.35 131944.00 265328.00 0.7232 0.7823
67 33.76 133935.00 269340.00 0.7336 0.7778
68 34.19 135926.00 273352.00 0.7144 0.7854
69 34.61 137917.00 277364.00 0.7268 0.7717
70 35.04 139908.00 281376.00 0.7321 0.7700
71 35.45 141899.00 285388.00 0.7424 0.7635
72 35.87 143890.00 289400.00 0.7076 0.7952
73 36.29 145881.00 293412.00 0.7377 0.7714
74 36.69 147872.00 297424.00 0.7214 0.7719
75 37.10 149871.00 301442.00 0.7407 0.7549
76 37.48 151862.00 305454.00 0.7363 0.7485
77 37.91 153853.00 309466.00 0.7298 0.7623
78 38.32 155844.00 313478.00 0.7450 0.7464
79 38.70 157835.00 317490.00 0.7414 0.7406
80 39.13 159826.00 321502.00 0.7094 0.7708
81 39.54 161817.00 325514.00 0.7374 0.7417
82 39.95 163816.00 329532.00 0.7366 0.7407
83 40.38 165807.00 333544.00 0.7403 0.7370
84 40.80 167798.00 337556.00 0.7397 0.7297
85 41.23 169789.00 341568.00 0.7392 0.7382
86 41.66 171780.00 345580.00 0.7451 0.7355
87 42.06 173765.00 349591.00 0.7431 0.7277
88 42.49 175756.00 353603.00 0.7437 0.7275
89 42.89 177747.00 357615.00 0.7502 0.7241
90 43.31 179738.00 361627.00 0.7516 0.7232
91 43.74 181729.00 365639.00 0.7486 0.7190
92 44.15 183720.00 369651.00 0.7475 0.7141
93 44.57 185711.00 373663.00 0.7522 0.7199
94 44.98 187702.00 377675.00 0.7466 0.7386
95 45.39 189693.00 381687.00 0.7464 0.7137
96 45.80 191684.00 385699.00 0.7530 0.7113
97 46.25 193675.00 389711.00 0.7513 0.7038
98 46.68 195666.00 393723.00 0.7440 0.7082
99 47.09 197657.00 397735.00 0.7341 0.7175
100 47.51 199648.00 401747.00 0.7492 0.7070
101 47.93 201639.00 405759.00 0.7494 0.7112
102 48.35 203630.00 409771.00 0.7371 0.7079
103 48.78 205621.00 413783.00 0.7472 0.7028
104 49.18 207612.00 417795.00 0.7507 0.7050
105 49.60 209611.00 421813.00 0.7472 0.7002
106 49.98 211610.00 425831.00 0.7471 0.7027
107 50.40 213609.00 429849.00 0.7571 0.6931
108 50.84 215600.00 433861.00 0.7537 0.6923
109 51.23 217591.00 437873.00 0.7486 0.6998
110 51.66 219590.00 441891.00 0.7499 0.6959
111 52.10 221589.00 445909.00 0.7505 0.6882
112 52.51 223580.00 449921.00 0.7562 0.6828
113 52.92 225571.00 453933.00 0.7352 0.7034
114 53.34 227562.00 457945.00 0.7538 0.6805
115 53.76 229553.00 461957.00 0.7539 0.6836
116 54.18 231544.00 465969.00 0.7564 0.6880
117 54.59 233535.00 469981.00 0.7484 0.6807
118 55.01 235534.00 473999.00 0.7493 0.6890
119 55.44 237525.00 478011.00 0.7516 0.6863
120 55.89 239516.00 482023.00 0.7602 0.6781
121 56.30 241507.00 486035.00 0.7623 0.6705
122 56.70 243498.00 490047.00 0.7419 0.6843
123 57.15 245497.00 494065.00 0.7578 0.6734
124 57.57 247488.00 498077.00 0.7604 0.6772
125 58.00 249479.00 502089.00 0.7572 0.6777
126 58.41 251470.00 506101.00 0.7622 0.6703
127 58.83 253469.00 510119.00 0.7583 0.6787
128 59.24 255460.00 514131.00 0.7611 0.6744
129 59.66 257459.00 518149.00 0.7596 0.6654
130 60.06 259458.00 522167.00 0.7603 0.6700
131 60.46 261457.00 526185.00 0.7646 0.6679
132 60.89 263448.00 530197.00 0.7484 0.6743
133 61.30 265439.00 534209.00 0.7618 0.6615
134 61.70 267438.00 538227.00 0.7579 0.6726
135 62.13 269437.00 542245.00 0.7441 0.6738
136 62.55 271428.00 546257.00 0.7646 0.6592
137 62.97 273427.00 550275.00 0.7611 0.6605
138 63.39 275418.00 554287.00 0.7653 0.6571
139 63.79 277409.00 558299.00 0.7549 0.6581
140 64.23 279400.00 562311.00 0.7546 0.6623
141 64.64 281399.00 566329.00 0.7569 0.6681
142 65.07 283390.00 570341.00 0.7617 0.6611
143 65.48 285381.00 574353.00 0.7630 0.6563
144 65.92 287372.00 578365.00 0.7460 0.6659
145 66.33 289371.00 582383.00 0.7624 0.6698
146 66.74 291362.00 586395.00 0.7558 0.6649
147 67.18 293353.00 590407.00 0.7657 0.6552
148 67.58 295344.00 594419.00 0.7601 0.6499
149 68.00 297343.00 598437.00 0.7568 0.6505
150 68.42 299334.00 602449.00 0.7646 0.6606
151 68.83 301325.00 606461.00 0.7659 0.6553
152 69.23 303316.00 610473.00 0.7697 0.6496
153 69.63 305307.00 614485.00 0.7599 0.6625
154 70.04 307298.00 618497.00 0.7698 0.6471
155 70.45 309289.00 622509.00 0.7688 0.6474
156 70.86 311280.00 626521.00 0.7683 0.6477
157 71.28 313271.00 630533.00 0.7643 0.6498
158 71.68 315262.00 634545.00 0.7655 0.6510
159 72.07 317253.00 638557.00 0.7698 0.6409
160 72.48 319244.00 642569.00 0.7651 0.6483
161 72.90 321235.00 646581.00 0.7671 0.6398
162 73.32 323226.00 650593.00 0.7700 0.6431
163 73.73 325217.00 654605.00 0.7683 0.6399
164 74.14 327208.00 658617.00 0.7595 0.6431
165 74.55 329207.00 662635.00 0.7703 0.6432
166 74.96 331198.00 666647.00 0.7614 0.6404
167 75.38 333189.00 670659.00 0.7693 0.6415
168 75.81 335180.00 674671.00 0.7620 0.6404
169 76.22 337179.00 678689.00 0.7522 0.6492
170 76.63 339178.00 682707.00 0.7673 0.6351
171 77.03 341169.00 686719.00 0.7717 0.6327
172 77.45 343160.00 690731.00 0.7681 0.6371
173 77.87 345151.00 694743.00 0.7655 0.6307
