{'model_type': 'CNN', 'dataset_type': 'FashionMNIST', 'batch_size': 64, 'data_pattern': 0, 'lr': 0.02, 'decay_rate': 0.993, 'min_lr': 0.005, 'epoch': 250, 'momentum': -1, 'weight_decay': 0.0, 'para_nums': 52096}

epoch_idx, total_time, total_bandwith, total_resource, acc, test_loss
1 4.78 2542.00 4589.00 0.1283 2.2930
2 17.49 91240.00 90970.00 0.4946 1.8491
3 30.30 179244.00 176999.00 0.6478 1.0463
4 43.01 267182.00 263035.00 0.7209 0.8258
5 55.60 355118.00 349080.00 0.7465 0.7341
6 68.34 443054.00 435157.00 0.7361 0.6956
7 81.20 530955.00 521195.00 0.7640 0.6490
8 93.78 618573.00 607092.00 0.7758 0.6246
9 106.48 706513.00 693429.00 0.7713 0.5954
10 119.32 794316.00 779667.00 0.7945 0.5572
11 131.97 881936.00 865764.00 0.7974 0.5375
12 144.96 969444.00 951777.00 0.8097 0.5138
13 158.09 1056744.00 1037634.00 0.8123 0.5069
14 171.02 1143983.00 1123488.00 0.8241 0.4934
15 183.95 1231278.00 1209396.00 0.8291 0.4717
16 197.02 1318585.00 1295326.00 0.8288 0.4641
17 209.51 1405485.00 1381023.00 0.8412 0.4478
18 221.74 1492391.00 1466721.00 0.8417 0.4508
19 234.57 1579637.00 1552593.00 0.8470 0.4311
20 247.82 1666511.00 1638232.00 0.8448 0.4263
21 260.79 1753081.00 1723683.00 0.8476 0.4222
22 273.71 1839622.00 1809119.00 0.8533 0.4073
23 286.68 1926142.00 1894540.00 0.8490 0.4119
24 299.64 2011655.00 1979329.00 0.8559 0.3999
25 312.66 2097168.00 2064091.00 0.8577 0.3957
26 325.36 2183442.00 2149313.00 0.8544 0.4026
27 337.78 2270251.00 2234871.00 0.8599 0.3869
28 350.44 2357076.00 2320441.00 0.8595 0.3902
29 363.35 2443787.00 2405927.00 0.8602 0.3854
30 376.32 2530452.00 2491383.00 0.8643 0.3758
31 389.57 2617158.00 2576857.00 0.8637 0.3738
32 402.25 2703518.00 2662106.00 0.8660 0.3705
33 415.01 2788987.00 2746804.00 0.8680 0.3646
34 427.83 2874432.00 2831484.00 0.8667 0.3642
35 440.71 2959863.00 2916153.00 0.8703 0.3611
36 453.65 3045396.00 3000941.00 0.8696 0.3630
37 466.79 3130905.00 3085725.00 0.8736 0.3530
38 479.24 3215640.00 3169990.00 0.8717 0.3539
39 491.91 3299892.00 3253930.00 0.8709 0.3524
