{'model_type': 'ResNet', 'dataset_type': 'tinyImageNet', 'batch_size': 64, 'data_pattern': 0, 'lr': 0.1, 'decay_rate': 0.0005, 'min_lr': 1e-05, 'epoch': 250, 'momentum': 0.09, 'weight_decay': 0.0005, 'para_nums': 11020864}

epoch_idx, total_time, total_bandwith, total_resource, acc, test_loss
1 6.08 2350.00 4384.00 0.0000 5.9776
2 23.42 81615.00 80275.00 0.0000 5.8086
3 41.13 160912.00 156103.00 0.0000 5.7295
4 58.22 240514.00 232150.00 0.0000 5.6773
5 75.32 319877.00 308058.00 0.0000 5.6376
6 92.61 399235.00 383972.00 0.0000 5.6083
7 110.54 478397.00 459665.00 0.0000 5.5865
8 127.09 557988.00 535731.00 0.0000 5.5675
9 144.95 637136.00 611421.00 0.0000 5.5491
10 162.52 716256.00 687134.00 0.0000 5.5327
11 180.47 795471.00 763003.00 0.0000 5.5204
12 197.85 874741.00 838847.00 0.0000 5.5080
13 215.25 954041.00 914696.00 0.0000 5.4981
14 233.03 1033069.00 990344.00 0.0000 5.4848
15 250.19 1112569.00 1066383.00 0.0000 5.4755
16 267.78 1192057.00 1142406.00 0.0000 5.4687
17 284.97 1271686.00 1218464.00 0.0000 5.4615
18 302.37 1351425.00 1294499.00 0.0000 5.4572
19 319.34 1430867.00 1370427.00 0.0000 5.4513
20 336.70 1510418.00 1446357.00 0.0000 5.4430
21 354.83 1589493.00 1522023.00 0.0000 5.4360
22 372.60 1669149.00 1598107.00 0.0000 5.4317
23 389.41 1748490.00 1674057.00 0.0000 5.4268
24 406.69 1828024.00 1750000.00 0.0000 5.4200
25 424.33 1907643.00 1826043.00 0.0000 5.4147
26 442.11 1987124.00 1902040.00 0.0000 5.4090
27 459.62 2066730.00 1978129.00 0.0000 5.4052
28 476.95 2146253.00 2054147.00 0.0000 5.3990
29 494.02 2225976.00 2130318.00 0.0000 5.3940
30 511.24 2305505.00 2206332.00 0.0000 5.3892
31 529.09 2385230.00 2282457.00 0.0000 5.3863
32 545.86 2464599.00 2358385.00 0.0000 5.3843
33 563.72 2543914.00 2434244.00 0.0000 5.3799
34 581.62 2623560.00 2510363.00 0.0000 5.3749
35 599.62 2703154.00 2586432.00 0.0000 5.3737
36 617.36 2782887.00 2662582.00 0.0000 5.3720
37 634.93 2862276.00 2738490.00 0.0000 5.3692
38 652.86 2942032.00 2814646.00 0.0000 5.3675
39 670.15 3021227.00 2890411.00 0.0000 5.3643
40 687.91 3100899.00 2966507.00 0.0000 5.3571
41 706.35 3180680.00 3042697.00 0.0000 5.3543
42 723.70 3260228.00 3118721.00 0.0000 5.3529
43 740.87 3339850.00 3194813.00 0.0000 5.3468
44 758.23 3419433.00 3270864.00 0.0000 5.3436
45 775.73 3498889.00 3346836.00 0.0000 5.3380
46 793.48 3578468.00 3422909.00 0.0000 5.3357
47 810.78 3658050.00 3498999.00 0.0000 5.3338
48 828.48 3737712.00 3575125.00 0.0000 5.3340
49 846.12 3817341.00 3651211.00 0.0000 5.3340
50 864.14 3897080.00 3727311.00 0.0000 5.3356
51 881.71 3977024.00 3803536.00 0.0000 5.3319
52 898.77 4056708.00 3879666.00 0.0000 5.3294
53 916.04 4136320.00 3955779.00 0.0000 5.3261
54 933.27 4215480.00 4031572.00 0.0000 5.3270
55 950.69 4295012.00 4107589.00 0.0000 5.3284
56 967.61 4374687.00 4183669.00 0.0000 5.3297
57 984.62 4454301.00 4259732.00 0.0000 5.3282
58 1002.31 4533639.00 4335565.00 0.0000 5.3249
59 1019.87 4613296.00 4411656.00 0.0000 5.3224
60 1037.84 4692731.00 4487595.00 0.0000 5.3204
61 1055.03 4772092.00 4563562.00 0.0000 5.3160
62 1072.01 4851696.00 4639628.00 0.0000 5.3150
63 1089.70 4931321.00 4715677.00 0.0000 5.3133
64 1107.36 5010362.00 4791273.00 0.0000 5.3148
65 1124.45 5090180.00 4867462.00 0.0000 5.3131
66 1141.96 5169891.00 4943599.00 0.0000 5.3117
67 1159.77 5249412.00 5019580.00 0.0000 5.3108
68 1177.90 5329229.00 5095813.00 0.0000 5.3122
69 1194.79 5408909.00 5171983.00 0.0000 5.3138
70 1213.15 5488614.00 5248068.00 0.0000 5.3098
71 1230.58 5568122.00 5324049.00 0.0000 5.3089
72 1248.74 5647906.00 5400122.00 0.0000 5.3102
73 1266.37 5727706.00 5476216.00 0.0000 5.3115
74 1283.91 5807186.00 5552224.00 0.0000 5.3131
75 1301.58 5886720.00 5628255.00 0.0000 5.3115
76 1319.21 5966304.00 5704350.00 0.0000 5.3079
77 1337.03 6045998.00 5780445.00 0.0000 5.3057
78 1354.71 6125629.00 5856513.00 0.0000 5.3090
79 1372.12 6205210.00 5932573.00 0.0000 5.3067
80 1390.11 6284981.00 6008757.00 0.0000 5.3023
81 1406.88 6364638.00 6084885.00 0.0000 5.3027
82 1424.16 6443913.00 6160714.00 0.0000 5.3051
83 1441.21 6523696.00 6236835.00 0.0000 5.3055
84 1459.09 6603460.00 6312960.00 0.0000 5.3037
85 1477.06 6683095.00 6389029.00 0.0000 5.3021
86 1494.32 6762563.00 6465003.00 0.0000 5.3020
87 1511.49 6842293.00 6541067.00 0.0000 5.3027
88 1528.83 6921795.00 6616981.00 0.0000 5.3031
89 1546.59 7001590.00 6693090.00 0.0000 5.3034
90 1563.55 7081311.00 6769159.00 0.0000 5.3045
91 1580.39 7161050.00 6845250.00 0.0000 5.3045
92 1597.72 7240800.00 6921322.00 0.0000 5.3034
93 1614.39 7320600.00 6997407.00 0.0000 5.3023
94 1632.31 7399739.00 7073144.00 0.0000 5.3042
95 1649.78 7479285.00 7149209.00 0.0000 5.3041
96 1667.38 7558397.00 7224916.00 0.0000 5.3027
97 1684.96 7637921.00 7300936.00 0.0000 5.3031
98 1702.77 7717490.00 7376998.00 0.0000 5.3006
99 1721.27 7797169.00 7453179.00 0.0000 5.3025
