{'model_type': 'VGG', 'dataset_type': 'image100', 'batch_size': 64, 'data_pattern': 0, 'lr': 0.1, 'decay_rate': 0.993, 'min_lr': 0.005, 'epoch': 1000, 'momentum': -1, 'weight_decay': 0.0, 'para_nums': 14723136}

epoch_idx, total_time, total_bandwith, total_resource, acc, test_loss
1 3.62 2409.00 4457.00 0.0084 4.6327
2 41.86 82092.00 80571.00 0.0162 4.6241
3 80.18 161754.00 156670.00 0.0238 4.6298
4 118.37 241583.00 232776.00 0.0282 4.6348
5 157.05 320831.00 308493.00 0.0366 4.5952
6 196.54 400823.00 384877.00 0.0328 4.5208
7 235.26 480606.00 461072.00 0.0390 4.5486
8 274.22 560374.00 537267.00 0.0380 4.5698
9 313.29 639638.00 613188.00 0.0358 4.5282
10 352.19 719052.00 689162.00 0.0470 4.5510
11 391.65 798160.00 764842.00 0.0456 4.5072
12 430.46 877552.00 840781.00 0.0542 4.4424
13 469.29 957313.00 916977.00 0.0632 4.4183
14 507.85 1036835.00 993002.00 0.0642 4.4554
15 546.66 1116511.00 1069094.00 0.0696 4.4062
16 586.19 1196263.00 1145263.00 0.0658 4.4401
17 624.57 1275749.00 1221291.00 0.0760 4.4638
18 663.08 1355387.00 1297427.00 0.0762 4.3659
19 702.03 1435054.00 1373543.00 0.0784 4.2976
20 740.61 1514290.00 1449359.00 0.0844 4.2941
21 780.28 1593937.00 1525481.00 0.0962 4.2791
22 818.82 1673429.00 1601528.00 0.0916 4.3096
23 857.99 1753114.00 1677656.00 0.0876 4.2354
24 896.69 1832912.00 1753860.00 0.0946 4.2309
25 935.05 1912151.00 1829656.00 0.1046 4.1972
26 974.54 1991918.00 1905885.00 0.1036 4.2758
27 1012.83 2071621.00 1982053.00 0.1014 4.1941
28 1051.06 2151331.00 2058206.00 0.1054 4.1199
29 1089.59 2230997.00 2134342.00 0.1118 4.1185
30 1128.03 2310190.00 2210120.00 0.1178 4.1495
31 1167.70 2389186.00 2285758.00 0.1186 4.1483
32 1206.54 2468876.00 2361866.00 0.1216 4.0680
33 1245.57 2548460.00 2437938.00 0.1204 4.0956
34 1284.59 2627892.00 2513897.00 0.1292 4.1142
35 1323.34 2707242.00 2589833.00 0.1274 4.0768
36 1363.21 2786802.00 2665924.00 0.1298 4.0774
37 1402.02 2866236.00 2741911.00 0.1356 4.0243
38 1440.66 2945635.00 2817871.00 0.1336 4.0312
39 1479.59 3025060.00 2893849.00 0.1346 4.0246
40 1518.26 3104670.00 2969953.00 0.1352 4.0299
41 1558.30 3184245.00 3045989.00 0.1490 4.0295
42 1596.82 3263836.00 3122055.00 0.1504 3.9798
43 1635.42 3343326.00 3198093.00 0.1460 3.9808
44 1674.03 3423173.00 3274390.00 0.1464 3.9712
45 1712.64 3502590.00 3350335.00 0.1576 3.9279
46 1752.31 3582303.00 3426463.00 0.1546 3.9377
47 1791.28 3661993.00 3502608.00 0.1592 3.8926
48 1829.90 3741496.00 3578613.00 0.1678 3.9007
49 1868.29 3820906.00 3654577.00 0.1670 3.8578
50 1907.74 3900360.00 3730586.00 0.1536 3.8646
51 1946.29 3979939.00 3806655.00 0.1652 3.9005
52 1985.07 4059617.00 3882798.00 0.1680 3.8874
53 2024.24 4139401.00 3959037.00 0.1638 3.8037
54 2063.12 4219037.00 4035182.00 0.1748 3.8214
55 2102.84 4298290.00 4111007.00 0.1748 3.8490
56 2141.62 4377895.00 4187131.00 0.1738 3.8396
57 2180.44 4457390.00 4263140.00 0.1796 3.7978
58 2219.25 4536942.00 4339239.00 0.1774 3.7761
59 2258.16 4616713.00 4415469.00 0.1812 3.7470
60 2298.07 4696398.00 4491634.00 0.1906 3.7854
61 2336.80 4776038.00 4567789.00 0.1926 3.7618
62 2375.77 4855477.00 4643793.00 0.1924 3.7537
63 2414.31 4934924.00 4719807.00 0.1920 3.7233
64 2452.81 5014267.00 4795767.00 0.1840 3.7665
65 2492.36 5093786.00 4871858.00 0.1870 3.7750
66 2530.88 5173295.00 4947901.00 0.1846 3.7243
67 2569.56 5252723.00 5023864.00 0.1952 3.7303
68 2608.13 5332413.00 5100032.00 0.1976 3.7207
69 2646.59 5412052.00 5176194.00 0.1982 3.6985
70 2686.32 5491699.00 5252325.00 0.1908 3.7352
71 2725.09 5571165.00 5328345.00 0.2068 3.6877
72 2764.18 5650669.00 5404376.00 0.2086 3.6580
73 2803.12 5730245.00 5480456.00 0.2042 3.6784
74 2841.72 5809870.00 5556611.00 0.2086 3.6669
75 2881.41 5889465.00 5632724.00 0.2088 3.6799
76 2919.93 5969118.00 5708833.00 0.2156 3.6662
77 2958.24 6048698.00 5784900.00 0.2230 3.5980
78 2996.61 6128402.00 5861075.00 0.2284 3.5970
79 3034.86 6208093.00 5937250.00 0.2214 3.5967
80 3074.81 6287746.00 6013382.00 0.2234 3.6579
81 3113.29 6367211.00 6089418.00 0.2200 3.6577
82 3151.47 6446318.00 6165178.00 0.2166 3.5962
83 3189.73 6525214.00 6240757.00 0.2244 3.5925
84 3228.18 6604481.00 6316590.00 0.2230 3.6030
